Name,"# Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","# Employment Status | In labor force, 2020 [Estimated]","# Total Population, 2020 [Estimated]","# Vehicles Available | No vehicle available, 2020 [Estimated]","# Vehicles Available | Occupied housing units, 2020 [Estimated]","% Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","% Employment Status | In labor force, 2020 [Estimated]","% Poverty Status by Age | In Poverty, 2020 [Estimated]","% Purchasing: By Internet: In last 12 months: Food (Groceries), 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: $800+, 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: Less than $50, 2020","% Sadness - Some of the time, 2020","% Sadness- All or most of the time, 2020","% Transportation to Work |  Public transportation, 2020 [Estimated]","% Transportation to Work | Car, truck, or van, 2020 [Estimated]","% Transportation to Work | Worked at home, 2020 [Estimated]","% Vehicles Available | No vehicle available, 2020 [Estimated]","Average annual expenditures (Household average), 2020",FIPS,"Food | Food at home (Household average), 2020","Food | Food away from home (Household average), 2020","Housing | Utilities, fuels, and public services (Household average), 2020","Median Household Income, 2020 [Estimated]","Population Density (per square mile), 2020 [Estimated]","Transportation | Gasoline, other fuels, and motor oil (Household average), 2020"
"CT000100, Allegany County, MD",1378,1646,3666,94,1546,52.6758,49.8571,16.8328,11.6655,24.5583,2.6433,8.8204,3.0991,0,91.928,6.3376,6.0802,61108.1095,24001000100,5333.7744,3919.1339,4711.9921,48234.59471,19.5065,2324.6618
"CT000100, Garrett County, MD",951,1960,3581,114,1636,34.6322,64.1806,4.5212,11.5734,24.2351,2.6866,8.9375,3.1643,0.8994,91.1186,6.914,6.9682,62240.256,24023000100,5264.18,4128.0555,4760.7806,53573.6925,33.987,2454.0744
"CT000100, Washington County, MD",712,1776,3388,121,1425,32.0144,61.8225,14.1145,12.4717,26.3456,2.5567,8.1129,2.6895,3.2595,82.2034,9.0613,8.4912,65316.6181,24043000100,5777.1662,4169.3782,4767.1678,57537.34178,4743.5036,2557.8253
"CT000100, Wicomico County, MD",1264,3043,6129,354,2107,31.9838,67.6143,26.536,11.6222,23.0712,2.8437,9.4009,3.4986,0,87.6772,0.3272,16.8011,54470.2459,24045000100,4812.1553,3399.1286,4041.5119,39541.16799,5037.2306,2005.4539
"CT000200, Allegany County, MD",1245,1203,3834,16,1090,39.4612,34.5707,5.8256,11.8277,24.9436,2.6329,8.7111,3.0811,0,91.4186,0.3503,1.4679,40714.9761,24001000200,3428.5975,2410.5729,3032.3204,57592.95343,79.7538,1581.5808
"CT000200, Garrett County, MD",1204,2070,4264,61,1575,41.8201,61.1298,12.7437,11.8009,24.7664,2.6473,8.6612,3.0185,0,86.0927,10.1375,3.873,59066.2814,24023000200,5040.1662,3974.3379,4394.2614,54087.38008,53.1014,2203.7099
"CT000200, Washington County, MD",938,2266,3822,45,1679,32.7171,70.9808,11.7664,12.2253,25.6446,2.5897,8.207,2.7651,1.8747,93.3399,3.8974,2.6802,66776.5617,24043000200,5520.4792,4290.8552,4876.0327,66423.0025,3353.5141,2420.3236
"CT000200, Wicomico County, MD",231,852,1666,101,758,17.2131,61.0656,15.4372,11.6271,23.5036,2.8029,9.1266,3.2846,5.4242,85.6745,8.6231,13.3245,62206.0638,24045000200,5565.5704,4069.7672,4531.3294,61866.90037,2707.5783,2214.1439
"CT000300, Allegany County, MD",672,1290,2748,92,1057,35.7257,63.1604,14.7494,11.2821,23.0128,2.8022,9.4042,3.4075,0,87.0588,4.7964,8.7039,54385.7263,24001000300,4821.423,3630.0707,4247.74,48213.76853,318.0784,2059.8089
"CT000300, Garrett County, MD",860,1528,2791,14,1077,44.3756,69.2009,8.9564,11.9682,25.2485,2.5845,8.5772,2.9785,0,89.4282,0.6649,1.2999,60220.4373,24023000300,5448.169,3862.1373,4643.7464,70504.84394,22.1194,2330.3727
"CT000300, Wicomico County, MD",231,549,1469,210,473,32.4438,61.409,21.9825,10.928,21.1742,3.0114,10.1753,3.9692,4.3243,60.5405,3.7838,44.3975,60805.5924,24045000300,5243.0353,3779.9002,4264.257,29686.77085,3480.1355,2121.7165
"CT000301, Washington County, MD",968,1567,3196,136,1349,44.1404,65.124,31.1465,11.4892,23.563,2.7557,9.116,3.2466,0,94.1813,3.18,10.0815,58414.9862,24043000301,5052.6251,3690.3542,4468.331,41715,2585.7396,2181.944
"CT000302, Washington County, MD",682,1067,2694,276,975,40.9118,51.879,23.3453,11.2813,22.4825,2.8929,9.666,3.5732,2.459,84.7905,7.286,28.3077,58465.2545,24043000302,5081.2462,3819.1824,4326.107,42486.3,12624.1799,1988.1959
"CT000400, Allegany County, MD",874,1355,2958,149,1379,41.999,56.25,21.1957,11.4505,23.6224,2.7552,9.0681,3.233,0.9139,97.7913,0,10.8049,60312.6547,24001000400,5527.7564,3951.1208,4481.3473,44754.27079,794.4843,2283.5986
"CT000400, Garrett County, MD",1025,1145,2755,73,1184,49.6849,46.312,9.337,11.6667,24.5419,2.6382,8.7661,3.0825,0.444,95.0266,0,6.1655,58692.4005,24023000400,4969.342,3689.5077,4479.5333,48330.82615,26.9582,2265.7448
"CT000400, Washington County, MD",452,859,1650,286,761,38.3051,67.2773,30.6254,10.5525,20.2989,3.1069,10.5895,4.1097,13.3603,81.6464,0.5398,37.5821,56106.3928,24043000400,4751.8658,3433.0643,4079.6183,21073.17157,4242.5177,1910.9766
"CT000400, Wicomico County, MD",522,2143,3926,202,1667,20.8633,64.004,25.8917,11.4398,23.1877,2.8347,9.1918,3.2985,2.1991,92.0139,5.6713,12.1176,60383.7896,24045000400,5125.2117,4273.1778,4392.9149,57191.39035,3995.3594,2236.5206
"CT000500, Allegany County, MD",598,696,2193,109,730,44.8949,35.7848,10.3106,10.8838,21.7676,2.9295,9.7346,3.6106,1.8209,78.9074,0.3035,14.9315,39969.0348,24001000500,3379.8411,2805.5541,2951.6195,28255.56081,495.9777,1477.977
"CT000500, Garrett County, MD",1143,1980,4282,80,2133,34.563,54.067,8.8905,11.9512,25.831,2.5581,8.4237,2.867,1.197,88.2481,7.1273,3.7506,69052.7901,24023000500,5927.361,4503.6121,5126.9329,56589.51426,61.9581,2702.66
"CT000500, Washington County, MD",1381,2556,5694,494,2288,38.2654,65.3977,34.3869,11.7466,23.3074,2.8491,9.3455,3.354,15.9223,68.5049,5.2816,21.5909,58308.8817,24043000500,5348.8132,3696.0853,4399.4265,41984.34304,7021.4812,2167.5322
"CT000500, Wicomico County, MD",456,1650,3174,149,1089,29.5337,74.0865,21.4427,11.7349,23.2359,2.846,9.2813,3.3777,4.0102,84.8504,2.6735,13.6823,57674.7765,24045000500,5125.9873,4029.6806,4169.4303,29652.48861,4384.5229,2037.9809
"CT000600, Allegany County, MD",648,1210,2903,145,1190,32.7438,63.5431,11.8148,11.5096,23.8339,2.7157,8.9377,3.1468,1.9486,92.5955,3.9751,12.1849,58327.8301,24001000600,4990.0456,3629.6114,4358.4772,45849.06231,1834.474,2168.9279
"CT000600, Garrett County, MD",1812,2708,5602,217,2531,40.3653,51.3733,9.2199,11.7349,24.7426,2.651,8.7479,3.0578,0.7098,81.9006,8.7539,8.5737,64355.4127,24023000600,5386.3214,4058.2778,4667.5483,49237.86455,67.1272,2400.2249
"CT000601, Washington County, MD",587,991,2295,102,882,36.7564,50.7851,31.9457,11.8881,23.9061,2.7872,9.0982,3.2021,4.5728,87.1239,2.0457,11.5646,50087.1819,24043000601,4488.6707,3133.4621,3951.1941,38046.9,3060.0816,1846.0954
"CT000602, Washington County, MD",904,1449,3048,152,1487,37.6353,56.5281,17.0516,11.0058,22.5016,2.8111,9.1093,3.2656,1.2048,86.5462,0.4016,10.2219,61138.2586,24043000602,5397.8024,3827.9656,4584.9833,44464.8,1413.2965,2267.9489
"CT000700, Allegany County, MD",809,1445,3357,391,1487,38.0527,58.6868,32.2225,10.8388,21.6055,2.9292,9.774,3.6093,0,86.3887,3.9339,26.2946,54570.6301,24001000700,4970.5559,3443.4189,4180.4917,29826.82887,4712.5711,1960.0649
"CT000700, Garrett County, MD",2239,2796,5811,196,2261,54.8909,60.6035,6.5944,11.3482,23.5089,2.7508,9.2146,3.3109,0.1474,92.1121,0.6635,8.6687,58341.4127,24023000700,5173.7918,3721.6583,4475.9861,48543.1774,70.4573,2130.9173
"CT000700, Washington County, MD",1101,1269,3347,682,1331,48.3107,50.4,30.7341,11.0215,21.5988,3.0052,10.0029,3.7575,3.4483,71.7241,0,51.2397,52915.6005,24043000700,4526.4792,3562.8185,4000.092,26511.7485,6486.8112,2008.7464
"CT000800, Allegany County, MD",579,955,1941,69,752,47.4979,64.295,39.7361,11.3402,22.7148,2.8751,9.4719,3.4525,1.7654,81.8411,0,9.1755,55940.4488,24001000800,4955.8637,3499.7502,4321.463,31282.18029,1536.6468,2115.926
"CT000800, Washington County, MD",1068,1673,3246,355,1598,43.8064,67.2649,27.2499,11.3,22.7176,2.8647,9.3887,3.4096,0.1528,86.0199,11.3827,22.2153,58066.2103,24043000800,4939.4007,3806.4089,4534.8338,30800.46741,7533.42,2206.2927
"CT000900, Washington County, MD",727,1650,3834,65,1061,30.5719,54.9242,33.394,11.4428,22.6247,2.8933,9.5815,3.54,2.9523,92.2029,3.1794,6.1263,50499.7805,24043000900,4484.1988,3154.3389,3808.4335,45638.76174,1551.6237,1914.1593
"CT001000, Allegany County, MD",640,867,2202,243,1046,41.2371,50.5607,24.3305,10.877,21.4273,2.9751,9.8972,3.6677,0.5501,91.7492,0.11,23.2314,53849.5899,24001001000,4976.2794,3504.3746,4198.1314,31166.07571,4838.3907,1952.4103
"CT001001, Washington County, MD",1041,2697,4942,170,2073,33.1952,67.8065,23.5751,11.4766,23.3485,2.7896,9.1495,3.2578,0,86.8217,6.6076,8.2007,61541.6604,24043001001,5246.1634,3988.1249,4561.2819,53098.34017,1929.7074,2311.5899
"CT001002, Washington County, MD",924,2263,3864,65,1560,32.0166,71.859,7.3031,12.3547,26.2263,2.5321,8.1815,2.7283,0.7601,95.3919,2.8504,4.1667,65351.7926,24043001002,5452.1653,4066.1791,4987.9698,72058.5872,2338.6291,2551.9669
"CT001100, Allegany County, MD",325,583,1218,181,598,36.5991,55.6974,29.878,11.2198,22.5159,2.8971,9.4412,3.4446,0,64.9606,0,30.2676,60114.8937,24001001100,5413.5889,3855.7107,4428.953,38725.21223,4040.203,2191.6978
"CT001200, Allegany County, MD",556,1660,3166,39,1214,24.5909,59.2222,6.9543,12.5524,26.633,2.5369,8.1554,2.6815,1.1952,94.5551,3.1873,3.2125,65737.6758,24001001200,5668.8625,4392.8507,4821.3673,73507.91827,1134.584,2504.4089
"CT001300, Allegany County, MD",2104,1176,5415,67,908,44.1831,23.3226,6.6574,11.7845,24.22,2.716,8.9241,3.2536,0,97.9742,1.9337,7.3789,22406.188,24001001300,1928.0226,1288.5622,1630.9002,50776.16666,1445.0674,805.665
"CT001401, Allegany County, MD",808,1772,3716,53,1627,25.856,55.4695,8.6212,12.1078,25.7667,2.5577,8.3936,2.8294,0,97.8173,1.1488,3.2575,68451.8686,24001001401,5720.4826,4342.3774,5153.2462,76211.87753,253.2153,2688.2105
"CT001402, Allegany County, MD",417,879,1507,47,780,35.4592,68.6303,6.697,11.8196,24.5872,2.6758,8.8585,3.1145,0,94.7541,2.4044,6.0256,62881.9587,24001001402,5285.0143,4323.0932,4829.7214,59833.8674,1313.1639,2484.4319
"CT001502, Allegany County, MD",713,961,2139,32,833,45.2698,55.2602,14.1751,11.8878,25.1148,2.6276,8.719,3.0422,0.8159,94.7552,4.3124,3.8415,60551.2362,24001001502,5126.2445,3913.7051,4631.239,47893.99948,233.8086,2376.3719
"CT001503, Allegany County, MD",529,905,1711,74,782,39.1852,62.1658,7.147,12.0561,25.3138,2.6035,8.5938,2.9852,0.5855,93.2084,1.2881,9.4629,62736.3152,24001001503,5284.3213,4105.1005,4671.7442,43965.67597,148.2201,2345.4579
"CT001600, Allegany County, MD",432,948,1748,36,718,36.9547,65.007,19.0413,11.8088,24.5588,2.6765,8.8409,3.081,3.2397,95.5724,0.324,5.0139,56679.4981,24001001600,4703.8787,3575.1628,4450.4595,56358.5,233.7658,2220.5766
"CT001700, Allegany County, MD",1294,2116,4788,74,1844,43.9389,51.7779,13.7536,11.387,23.2873,2.8036,9.1786,3.2847,0,90.1415,1.6038,4.013,57724.1307,24001001700,4819.2694,3540.6175,4275.2103,43523.00128,378.2791,2160.2155
"CT001800, Allegany County, MD",501,1874,4495,213,1326,32.3853,42.6073,16.7588,10.8412,21.3852,2.9918,9.7957,3.6287,3.3476,72.9345,0.0712,16.0633,36478.9198,24001001800,3118.684,2360.7636,2636.0334,37827.7074,1280.8786,1262.6437
"CT001900, Allegany County, MD",1017,1262,2803,19,1091,51.7031,55.9964,12.5135,12.0119,25.223,2.5966,8.4851,2.9188,0,97.9965,0,1.7415,61025.1679,24001001900,5220.7859,3738.7214,4447.3289,54979.97706,115.8797,2393.9497
"CT002000, Allegany County, MD",1775,2200,5276,96,2274,46.5391,52.8489,19.4122,12.0961,25.3815,2.6167,8.6504,2.9952,0,99.9021,0,4.2216,61434.3507,24001002000,5339.1385,4174.1581,4615.0165,47885.76173,196.8536,2329.2592
"CT002100, Allegany County, MD",1030,1237,2956,141,1241,48.3795,49.7337,20.2042,11.6582,24.055,2.7082,9.0075,3.2054,0,95.8891,0.0956,11.3618,56217.977,24001002100,4820.3246,3461.3289,4341.0262,44374.10317,122.418,2146.674
"CT002200, Allegany County, MD",1253,1825,4199,190,1690,42.3311,53.878,11.8161,11.5538,24.0812,2.6886,8.9144,3.1469,0.0632,95.2592,0.1264,11.2426,55617.9462,24001002200,4736.2845,3547.8591,4319.7448,41923.78236,180.6424,2079.3222
"CT010100, Baltimore city, MD",282,2167,3046,102,1379,10.3791,75.8657,4.0189,13.3824,27.6961,2.542,7.6757,2.4128,5.0616,81.8513,4.1952,7.3967,82040.782,24510010100,6528.3198,5879.206,5996.6441,121941.5467,20064.5544,3271.8624
"CT010100, Washington County, MD",256,470,795,8,367,45.7143,71.1409,19.2152,12.1689,25.0672,2.6871,8.7767,3.0592,0,81.8182,8.5714,2.1798,64589.9543,24043010100,5517.6479,4097.4476,4739.4281,62493.54516,198.4964,2482.6231
"CT010101, Wicomico County, MD",1493,3264,6054,156,2371,36.5483,64.1462,9.78,12.1851,25.3994,2.6267,8.497,2.909,2.9344,94.395,2.0772,6.5795,59805.5721,24045010101,5253.6513,3955.9916,4472.9269,52169.9,1105.1499,2281.7864
"CT010102, Wicomico County, MD",683,2130,3708,119,1487,27.1787,70.8674,20.8501,11.7092,24.3091,2.6981,8.8017,3.0739,0.7986,98.4472,0.1331,8.0027,65716.635,24045010102,5266.136,4060.5309,4749.6402,60943.47415,1413.3414,2494.3169
"CT010200, Baltimore city, MD",204,2127,2700,117,1389,8.9789,86.9361,1.5608,12.9001,26.2434,2.6296,8.2215,2.7159,1.9834,83.1181,5.4889,8.4233,80540.0989,24510010200,6556.1769,5139.6129,5975.3627,112387.9407,19689.3459,3303.682
"CT010200, Washington County, MD",883,2360,4438,59,1530,28.2289,63.8225,2.46,12.5797,27.5443,2.4144,7.9446,2.5997,1.8148,90.6003,5.8632,3.8562,73902.6032,24043010200,5902.103,5018.9374,5265.5912,77749.66655,136.3948,2895.9659
"CT010200, Wicomico County, MD",1473,2115,5523,747,2346,40.4337,55.6447,20.4875,11.0895,22.5962,2.8514,9.7875,3.7366,0.4714,84.5021,3.2999,31.8414,56751.9674,24045010200,5060.1994,3711.1441,4265.568,36898.9,983.9167,2077.3824
"CT010300, Baltimore city, MD",106,1989,2430,28,991,5.0573,90.1302,2.337,13.6235,27.8524,2.5544,7.5827,2.3614,0.5512,81.0749,7.9008,2.8254,88956.3746,24510010300,7039.2372,5343.8901,6383.4233,151742.8456,9339.329,3828.7962
"CT010300, Washington County, MD",843,3301,7608,8,2989,15.6954,56.4419,7.3265,12.6753,27.2733,2.4701,7.9518,2.5967,0.83,94.3891,3.1541,0.2676,67429.9815,24043010300,5679.7742,4458.7896,5068.0324,73631.36578,791.5436,2640.0237
"CT010300, Wicomico County, MD",1106,4239,8784,305,3053,20.2453,69.2951,10.415,13.1218,28.3868,2.4131,7.9486,2.5608,0,91.3635,6.6568,9.9902,70409.8002,24045010300,5968.7615,4635.0061,5254.5291,82733.4,682.4666,2675.97
"CT010400, Baltimore city, MD",223,2088,2818,0,1461,8.9666,84.798,5.1967,13.2883,27.2136,2.5933,7.767,2.4631,3.0412,81.5979,4.8969,0,96238.0269,24510010400,7689.4055,6480.9793,6842.4048,125419.3317,19528.7595,3918.2514
"CT010400, Washington County, MD",1875,3766,7849,44,2811,36.8514,61.0378,15.469,12.5974,26.6161,2.5319,8.2383,2.7716,0.5732,90.8807,4.2209,1.5653,64769.5539,24043010400,5592.7905,4134.7118,4833.6684,65544.5,390.2504,2467.456
"CT010400, Wicomico County, MD",980,3270,6340,287,2060,30.8564,55.1702,16.3145,11.9254,25.2255,2.6279,8.5853,2.9616,0.0668,89.9132,0.4008,13.932,44131.7865,24045010400,3755.6302,2861.714,3325.0704,47780.99501,932.5875,1709.3171
"CT010500, Baltimore city, MD",93,1298,1988,65,751,5.8564,78.5714,9.1671,13.555,28.0169,2.5635,7.8475,2.5024,9.7234,58.0889,7.3764,8.6551,78612.3519,24510010500,6437.2149,5375.6872,5881.9087,121571.6813,33166.4998,3136.1156
"CT010500, Washington County, MD",1727,2844,6444,80,2358,39.1078,53.6779,16.893,12.3229,26.1903,2.5288,8.2277,2.7713,0.6475,85.4715,12.1004,3.3927,62731.5226,24043010500,5618.7054,3974.8609,4659.4884,55602.4,207.3002,2275.7499
"CT010501, Wicomico County, MD",912,2984,6138,86,2128,23.812,61.355,9.2926,12.1652,25.3626,2.6151,8.4874,2.9201,0.5551,94.5226,3.849,4.0414,65420.1575,24045010501,5778.8485,4529.0933,4952.5184,75829.5378,1718.6586,2440.0865
"CT010502, Wicomico County, MD",1403,5756,9996,60,3445,33.365,68.1611,25.8952,11.2389,22.3634,2.8898,9.1983,3.3069,0.4209,88.7262,1.9766,1.7417,56677.434,24045010502,4772.1024,3707.7326,4211.4583,41751.20864,3021.9664,2100.7325
"CT010600, Washington County, MD",1785,2799,5187,82,1995,48.5846,63.8782,13.7295,12.5711,27.0732,2.4644,7.9636,2.6306,0,93.0325,5.2257,4.1103,65194.1528,24043010600,5404.9212,4001.9032,4849.0462,66947.73136,71.246,2433.7399
"CT010603, Wicomico County, MD",1658,4260,6961,75,2947,32.2192,70.4103,10.7492,12.3759,25.9365,2.5844,8.2752,2.774,0,97.052,1.9482,2.545,66139.3483,24045010603,5768.1956,4231.6414,4915.5271,60210.89758,271.2407,2519.6534
"CT010604, Wicomico County, MD",1418,2504,5071,111,1882,44.8734,66.4706,6.6878,12.1718,25.5019,2.611,8.5254,2.9199,0,95.8848,1.9204,5.898,62436.7493,24045010604,5551.5345,3941.5206,4593.3809,50359.10112,137.2674,2267.8431
"CT010605, Wicomico County, MD",426,2644,4636,12,1755,12.5998,66.4779,4.599,13.0991,28.9069,2.3544,7.7501,2.4845,0,96.4082,2.0149,0.6838,73793.3066,24045010605,6199.7351,4980.1205,5476.1836,94976.2564,196.1239,2891.0452
"CT010606, Wicomico County, MD",1286,2285,4389,50,1714,40,63.3938,11.4279,12.4669,26.6859,2.4841,8.0051,2.6624,0,94.6053,3.3333,2.9172,68942.5151,24045010606,5810.3993,4209.1495,4999.8654,64232.4,68.6963,2652.4595
"CT010700, Washington County, MD",1094,1672,3465,55,1407,43.8477,58.0783,9.3866,11.6779,24.4655,2.6725,8.7638,3.0627,0,93.2442,2.9557,3.909,61496.2023,24043010700,5445.5424,4139.238,4727.716,51448.34431,64.8978,2340.772
"CT010701, Wicomico County, MD",1438,2431,4322,42,1529,47.7741,69.5875,12.2715,12.5167,26.6265,2.5301,8.3086,2.8284,0,92.1169,6.1559,2.7469,66721.7719,24045010701,5848.6447,4466.076,4860.6123,71296.42834,84.7504,2590.1675
"CT010702, Wicomico County, MD",1871,4231,8681,211,2873,32.5109,65.1839,13.5645,12.282,25.5902,2.6346,8.7259,3.0424,1.0005,89.6357,6.3366,7.3442,58169.7244,24045010702,5188.6247,3677.9772,4338.0128,66268.28687,316.0625,2258.5587
"CT010800, Wicomico County, MD",1506,3225,5928,7,2180,35.1869,62.8783,0.2541,12.2527,26.3101,2.5434,8.496,2.9345,0,89.5109,8.8493,0.3211,65596.5541,24045010800,5685.2128,4390.1883,4889.9109,81067.38921,58.3467,2474.3168
"CT010801, Washington County, MD",1343,2288,4652,250,1859,40.8952,55.4901,12.9171,12.0277,25.322,2.5812,8.2535,2.7668,1.2781,92.8425,2.0961,13.4481,62733.3113,24043010801,5191.4744,3927.2231,4747.8169,57945.8,671.0809,2410.9131
"CT010802, Washington County, MD",781,1259,2779,115,1182,41.2573,54.3883,4.5422,11.5526,24.1579,2.7018,8.8193,3.097,0.4433,90.1596,3.1915,9.7293,64539.0781,24043010802,5405.3502,4186.3755,4872.8813,60725.56426,429.1839,2320.7395
"CT010900, Washington County, MD",2723,5199,9133,146,3225,41.6616,64.8188,6.1546,12.8873,27.7469,2.4315,7.8762,2.5481,1.8424,90.6992,5.4606,4.5271,67714.989,24043010900,5815.787,4302.2765,5134.3406,84206.5716,214.9971,2618.2458
"CT011000, Washington County, MD",2419,0,6522,0,0,43.1502,0,0,0,0,0,3.6411,1.6229,0,0,0,0,,24043011000,,,,,3816.5348,
"CT011100, Washington County, MD",1352,3443,6328,218,2663,29.0191,59.4855,1.5111,12.0496,25.3592,2.61,8.4588,2.8789,0.5037,91.0678,5.2384,8.1863,64720.9592,24043011100,5502.5862,4041.4925,4891.242,57561.21571,738.6862,2460.1013
"CT011201, Washington County, MD",1354,4543,9514,311,3780,20.5432,60.2003,4.3304,12.4107,26.126,2.5827,8.3161,2.7738,0,97.9779,0,8.2275,70357.2786,24043011201,5903.4605,4617.6825,5172.4961,59374.48747,1508.4085,2613.4936
"CT011202, Washington County, MD",1018,2002,4556,12,1595,35.2249,61.3939,2.9457,12.324,25.9938,2.567,8.2979,2.8,0,90.608,6.4261,0.7524,64884.1333,24043011202,5715.9772,4384.5182,4846.1529,67794.0125,354.6422,2612.1047
"CT011301, Washington County, MD",1024,2348,4828,23,1756,31.7224,64.8208,4.1624,13.0993,27.9092,2.4498,7.8543,2.5437,1.7857,93.9024,3.7456,1.3098,67127.0551,24043011301,5751.1431,4567.8233,4969.2759,80976.46913,330.9583,2519.3301
"CT011302, Washington County, MD",858,2207,4096,149,1413,28.8403,63.8459,6.4077,13.1454,28.9878,2.3573,7.7062,2.446,1.1224,96.4286,2.3469,10.5449,73916.4463,24043011302,6357.4753,4900.2924,5622.324,108098.7437,166.8777,3061.0317
"CT011400, Washington County, MD",1194,3420,6372,111,2421,26.8194,62.7521,14.5066,12.6951,27.3991,2.4664,7.9715,2.6169,0.7813,87.9972,9.1974,4.5849,65429.4353,24043011400,5645.5584,4342.7243,4923.0928,72510.75593,338.6859,2569.2797
"CT011500, Washington County, MD",1843,4197,7637,101,2875,33.7917,66.9935,3.1014,13.0592,28.432,2.3972,7.7947,2.5211,3.8224,85.0308,10.2096,3.513,70750.538,24043011500,5967.578,4522.9472,5295.5091,93522.12638,138.3596,2753.5211
"CT011600, Washington County, MD",875,1534,3014,37,1116,39.1499,60.5703,0.6319,12.3789,26.6784,2.4846,8.1831,2.7357,2.6475,87.292,6.7322,3.3154,67878.2441,24043011600,6093.1919,4569.4666,5038.6126,76924.99541,145.4767,2573.9208
"CT020100, Baltimore city, MD",70,1160,1579,132,771,5.5511,84.6043,3.4264,13.1691,26.7413,2.6204,8.1503,2.6568,9.6866,60.9687,8.547,17.1206,77305.61,24510020100,6309.7002,5087.7912,5538.9571,91566.87188,23430.7761,2993.956
"CT020200, Baltimore city, MD",122,1244,1677,101,719,9.037,84.7447,13.9188,12.4576,24.8547,2.7603,8.7499,2.9659,2.1374,63.1298,7.1756,14.0473,75500.6881,24510020200,6481.3527,4974.9738,5505.9343,93820.37596,21984.7929,3054.2288
"CT020300, Baltimore city, MD",236,2965,3738,311,2182,7.0469,81.0583,6.7365,13.1007,26.7021,2.6454,8.0373,2.6006,8.3052,66.1377,9.4193,14.253,92350.1774,24510020300,7503.7546,5774.6811,6594.0724,112115.5338,14607.2685,3892.286
"CT030100, Baltimore city, MD",468,895,2249,602,1009,28.8889,51.28,30.3308,10.9541,20.8191,3.0873,10.6125,4.1173,32.0603,43.4171,2.9146,59.663,53512.0502,24510030100,4940.7656,3422.3052,4119.4358,20597.3,13627.8252,1992.4151
"CT030100, Cecil County, MD",1652,2556,4436,32,1835,45.8507,62.4294,0,11.9297,25.4286,2.5995,8.4862,2.9229,0.1286,93.482,4.717,1.7439,72401.9062,24015030100,5981.9732,4613.3763,5353.0581,81972.07321,65.1522,2792.8234
"CT030200, Baltimore city, MD",252,1317,2295,207,1142,13.8462,68.5816,23.8337,12.6457,25.4579,2.7382,8.8174,3.0263,1.2039,69.3755,9.0293,18.1261,77388.3922,24510030200,5841.8423,4976.5298,5578.1924,79071.1,11778.8955,3017.0571
"CT030200, Cecil County, MD",1315,2817,5267,34,2156,33.5802,64.1812,4.0086,12.726,27.7851,2.4278,7.7729,2.4969,0,83.9825,11.0302,1.577,72970.0922,24015030200,5996.5174,4745.5234,5341.6385,79965.745,124.1149,2815.8943
"CT030400, Cecil County, MD",1375,1682,5139,414,1593,41.591,37.6822,45.7992,11.5393,23.4123,2.8095,9.1123,3.2664,6.6771,79.7329,0,25.9887,48603.1946,24015030400,4402.1025,3374.516,3619.3257,35567.35474,2746.9238,1798.0147
"CT030501, Cecil County, MD",1309,2068,4384,24,1446,42.3488,59.3498,8.4817,12.8748,27.7742,2.44,7.7965,2.5314,0.8226,97.4807,1.5938,1.6598,66813.1786,24015030501,5663.1368,4399.3365,5054.7757,93713.24844,388.2161,2637.3371
"CT030503, Cecil County, MD",1449,3017,5471,131,2292,38.6297,75.8768,16.564,12.3192,25.4025,2.6512,8.4397,2.8732,1.3351,90.8211,6.1415,5.7155,63497.9437,24015030503,5636.7564,4271.0131,4649.6951,58960,337.5529,2363.7837
"CT030505, Cecil County, MD",939,2267,4544,165,1463,32.6609,62.2845,14.1169,12.4392,25.7905,2.6149,8.2424,2.7795,0.5361,93.8596,4.1423,11.2782,62884.0883,24015030505,5507.8221,4126.8873,4817.8907,63187.68329,666.3743,2433.3909
"CT030506, Cecil County, MD",1686,4251,8594,158,3070,28.3743,60.9175,16.5847,12.859,26.834,2.5616,8.1595,2.7015,2.9602,89.801,3.6816,5.1466,64432.8428,24015030506,5941.5377,4178.8841,4890.1183,68150.23001,2075.6298,2472.6212
"CT030601, Cecil County, MD",875,2257,3921,42,1278,32.7103,74.0728,5.1628,12.9378,28.1838,2.4096,7.7897,2.5071,0,91.4784,7.5462,3.2864,74331.1055,24015030601,5826.3799,4522.3019,5394.8654,99260.98905,193.9501,2741.9279
"CT030602, Cecil County, MD",827,3245,5301,30,1803,24.2593,79.9094,5.6205,13.0944,27.7278,2.4667,7.7573,2.4913,3.757,92.6111,2.1916,1.6639,68969.9165,24015030602,5734.9946,4463.4852,5162.0028,89248.97772,773.924,2668.641
"CT030700, Cecil County, MD",1162,2653,4714,35,1650,33.5838,71.0278,1.1656,13.1367,28.6215,2.3832,7.6551,2.4449,0.0814,87.8664,9.8534,2.1212,68707.6259,24015030700,5463.4788,4387.9954,5123.1402,90049.34983,200.573,2743.9849
"CT030903, Cecil County, MD",1512,2894,5231,316,2158,39.5294,63.3987,25.8657,11.9519,24.8029,2.6779,8.5499,2.9338,0,92.6685,1.5288,14.6432,64286.2045,24015030903,5555.4356,4181.2996,4768.1183,45291.94186,478.2392,2388.1403
