Name,"# Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","# Employment Status | In labor force, 2020 [Estimated]","# Total Population, 2020 [Estimated]","# Vehicles Available | No vehicle available, 2020 [Estimated]","# Vehicles Available | Occupied housing units, 2020 [Estimated]","% Educational Attainment | High school graduate (includes equivalency), 2020 [Estimated]","% Employment Status | In labor force, 2020 [Estimated]","% Poverty Status by Age | In Poverty, 2020 [Estimated]","% Purchasing: By Internet: In last 12 months: Food (Groceries), 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: $800+, 2020","% Purchasing: Catalog And Internet, Phone & Mail Shopping - Amount Spent In Total: Less than $50, 2020","% Sadness - Some of the time, 2020","% Sadness- All or most of the time, 2020","% Transportation to Work |  Public transportation, 2020 [Estimated]","% Transportation to Work | Car, truck, or van, 2020 [Estimated]","% Transportation to Work | Worked at home, 2020 [Estimated]","% Vehicles Available | No vehicle available, 2020 [Estimated]","Average annual expenditures (Household average), 2020",FIPS,"Food | Food at home (Household average), 2020","Food | Food away from home (Household average), 2020","Housing | Utilities, fuels, and public services (Household average), 2020","Median Household Income, 2020 [Estimated]","Population Density (per square mile), 2020 [Estimated]","Transportation | Gasoline, other fuels, and motor oil (Household average), 2020"
"CT800209, Prince George's County, MD",933,2658,4486,64,1421,30.7819,75.6937,20.9417,12.4428,24.9398,2.7196,8.7309,3.0907,10.754,72.3016,1.4683,4.5039,62426.8211,24033800209,5237.5412,4128.188,4625.6937,59672.11108,16097.8936,2315.2303
"CT800210, Prince George's County, MD",458,1964,3176,102,1168,21.6548,89.0884,6.3516,12.9924,26.2975,2.612,8.3515,2.8763,8.7056,78.0641,2.5773,8.7329,69428.3554,24033800210,6087.9931,4343.3076,5150.6251,56002.35179,8764.2806,2760.3371
"CT800211, Prince George's County, MD",262,1885,3717,211,1277,10.6245,67.248,8.5123,12.3257,25.3416,2.6639,8.5315,2.9711,2.7405,91.8345,0.5034,16.5231,68118.5435,24033800211,5829.3431,4301.5025,5041.6336,56859.02757,3209.0132,2567.5526
"CT800212, Prince George's County, MD",312,2753,4913,34,2123,8.2127,66.6233,8.9484,13.2345,28.8021,2.3902,7.8307,2.4219,3.8632,85.674,3.0584,1.6015,77555.1457,24033800212,6294.4909,4988.3642,5685.7922,92948.4,2995.476,3111.1111
"CT800213, Prince George's County, MD",556,2795,4730,52,1616,17.2457,78.5116,4.4997,13.6267,28.4942,2.4443,7.7668,2.4648,5.0598,92.9915,0.1026,3.2178,69818.2781,24033800213,5910.4803,4568.6542,5223.3751,89887.83165,5127.8716,2863.3758
"CT800214, Prince George's County, MD",375,1808,2823,0,1106,20.0214,85.7748,0,13.1889,26.9584,2.591,8.2269,2.8099,0,90.367,4.1284,0,72157.5515,24033800214,5781.0679,4888.7662,5266.6041,71156.94252,10049.1243,2742.1633
"CT800215, Prince George's County, MD",275,1848,2803,13,967,15.346,84.7632,2.1962,13.1676,27.6151,2.4954,7.8975,2.6361,6.1133,85.5856,4.6332,1.3444,71988.9635,24033800215,6000.2061,4665.9148,5136.2538,74633.08978,5341.5912,2685.4276
"CT800401, Prince George's County, MD",469,1528,2638,7,901,23.4032,67.5,4.7026,13.8347,30.8475,2.2564,7.2843,2.2065,8.0297,87.4349,2.0074,0.7769,80494.836,24033800401,6234.436,4945.4227,5932.7596,117178.6856,1390.6388,3117.7665
"CT800402, Prince George's County, MD",912,2703,5116,104,1854,23.3607,67.0012,4.3551,13.3626,29.643,2.2866,7.3714,2.2538,7.5075,90.2402,1.2012,5.6095,76849.2956,24033800402,6249.2318,5072.8801,5665.1871,106350.0935,3785.0315,3105.6766
"CT800403, Prince George's County, MD",576,2148,3624,45,1315,21.4925,68.6131,5.6303,13.914,31.0538,2.2294,7.2245,2.1869,9.4615,85.8581,3.2209,3.4221,83484.2074,24033800403,6651.5983,5401.1193,6209.7911,124621.7092,2906.7343,3361.5316
"CT800408, Prince George's County, MD",930,4174,7272,21,2068,17.9294,68.9954,2.1136,14.0129,31.1255,2.2417,7.5179,2.3959,13.6283,78.4071,5.4109,1.0155,79809.4918,24033800408,6316.1845,5165.5826,5759.7885,141860.6884,1797.5484,3163.2305
"CT800409, Prince George's County, MD",770,3871,6104,56,2061,18.5811,77.2445,2.761,13.8421,30.9307,2.232,7.3486,2.2649,9.2505,79.1929,11.5042,2.7171,76062.5771,24033800409,6444.026,4892.7768,5807.6024,122008.3775,1979.0103,3053.897
"CT800410, Prince George's County, MD",764,3974,7489,9,1875,17.5834,63.5666,2.9535,14.3016,31.7362,2.2148,7.3648,2.2874,5.6503,83.129,5.597,0.48,55682.0091,24033800410,4493.0985,3607.4599,4110.5048,131485.9851,1350.457,2202.9948
"CT800411, Prince George's County, MD",506,2585,4020,90,1330,16.7939,82.1418,3.794,13.445,29.4395,2.3582,7.9456,2.5729,5.7391,82.1222,9.1247,6.7669,83940.6954,24033800411,6628.1277,5513.2119,6042.7633,126105.6303,308.6967,3313.0562
"CT800412, Prince George's County, MD",544,1767,3762,113,1139,23.0313,61.9642,1.3688,12.7257,27.3351,2.4653,8.3029,2.789,10.9163,82.1833,6.8439,9.921,68939.8034,24033800412,6143.2692,4563.0188,5250.9934,78692.5008,4471.8636,2760.9485
"CT800413, Prince George's County, MD",775,2696,4231,126,1344,28.1001,80.7442,11.5718,13.307,28.1851,2.439,8.0329,2.6974,11.5073,77.9173,5.6321,9.375,72278.1625,24033800413,5683.716,4639.6228,5359.6321,71744.06613,7379.1792,2865.9908
"CT800504, Prince George's County, MD",853,2511,4887,41,1688,24.6532,65.3009,4.6003,13.4004,29.7707,2.2931,7.403,2.2858,4.849,85.6657,7.0183,2.4289,76314.6923,24033800504,6216.8012,4796.82,5757.8581,109998.6751,1289.065,3094.3958
"CT800505, Prince George's County, MD",334,1349,2463,25,1015,17.672,67.3733,0.4139,13.162,28.904,2.3569,7.6638,2.431,8.1727,80.4163,11.1796,2.4631,78731.7027,24033800505,6343.1296,4766.9116,5979.7741,116930.0959,2879.3883,3218.8462
"CT800507, Prince George's County, MD",462,2086,3222,7,1098,17.7283,75.3675,0,13.6266,29.623,2.3609,7.7249,2.521,12.4705,74.1615,11.9036,0.6375,87971.6471,24033800507,6683.2445,5726.4776,6399.7415,140153.5707,206.5011,3777.2581
"CT800509, Prince George's County, MD",1468,4961,10325,250,4186,19.2853,52.424,2.9443,13.4668,30.0587,2.2872,7.6306,2.5186,10.4458,80.3103,6.9274,5.9723,78267.1249,24033800509,6619.7753,5242.9448,5739.7364,109385.8254,1777.7877,3135.0214
"CT800511, Prince George's County, MD",825,3133,5082,53,2062,22.0824,69.5167,5.2872,13.575,29.7219,2.3088,7.4664,2.3537,8.4626,83.11,6.1707,2.5703,77266.6682,24033800511,6247.2194,4659.6863,5737.2423,103971.5134,3269.8915,3014.0063
"CT800513, Prince George's County, MD",535,3345,6211,12,1953,12.8947,71.2636,0,13.6847,30.1996,2.2671,7.357,2.2677,8.4785,81.0384,8.0184,0.6144,80297.7017,24033800513,6405.0219,4914.7082,5951.5055,125787.1849,2729.594,3219.6708
"CT800514, Prince George's County, MD",376,3513,6086,11,2064,8.9163,75.5175,2.4148,15.1646,33.796,2.1369,7.0909,2.1309,7.253,81.3535,10.0228,0.5329,90378.3493,24033800514,7486.8557,5905.484,6730.6285,160954.8078,2200.2017,3743.9441
"CT800515, Prince George's County, MD",762,2771,4690,106,1931,21.617,73.5444,4.7221,13.6476,29.1377,2.3759,7.5536,2.3969,13.0008,84.0927,2.0817,5.4894,74519.2356,24033800515,5807.9471,4636.0784,5524.2333,102998.9344,3875.3605,3064.9657
"CT800516, Prince George's County, MD",603,2207,3897,88,1725,20.1605,67.4681,7.4925,13.2293,28.0552,2.485,7.9299,2.625,14.851,69.5065,7.5419,5.1014,76210.4661,24033800516,5975.0303,4874.3913,5485.0822,78281.22508,3855.3239,3076.9774
"CT800517, Prince George's County, MD",582,3492,5910,17,1893,13.2574,68.5051,1.2953,14.4488,32.8717,2.1481,7.3209,2.3309,10.7496,83.9321,2.9703,0.898,82962.9441,24033800517,6851.609,5664.4513,6234.7724,153594.8554,1295.8026,3303.0666
"CT800518, Prince George's County, MD",233,2390,4000,14,1263,8.2071,77.1625,4.4182,14.3739,32.4776,2.1825,7.4509,2.3824,7.4391,81.4698,8.8368,1.1085,100639.5269,24033800518,7368.8723,6422.8121,7546.2796,184823.3991,810.5797,4185.5911
"CT800519, Prince George's County, MD",1132,2401,4363,55,1417,35.6087,64.3777,1.9011,14.1261,31.1819,2.2708,7.5168,2.3908,6.6134,86.5957,6.0808,3.8814,78417.0908,24033800519,6625.665,5220.4317,5642.8964,123018.8983,3613.1009,3147.2528
"CT800520, Prince George's County, MD",240,1311,2059,146,960,16.2712,81.7484,4.3716,13.8344,29.4172,2.3926,7.3777,2.3277,5.3788,91.5152,2.5758,15.2083,74969.9754,24033800520,6657.8734,4751.0543,5540.6338,90351.30463,8372.982,2935.2456
"CT800601, Prince George's County, MD",333,824,1806,43,675,24.0955,55.5345,0.1113,13.2842,29.5729,2.3122,7.6615,2.5298,7.8692,85.7143,5.8111,6.3704,70620.0705,24033800601,6530.7631,4841.1486,5344.9028,83478.1,570.0668,2707.8634
"CT800604, Prince George's County, MD",325,742,1633,18,571,29.5186,55.2632,16.6845,13.887,30.411,2.2774,7.4823,2.4432,0.3953,93.2806,4.3478,3.1524,67575.9741,24033800604,6148.3991,4774.4354,5342.2845,83460.06919,557.7167,2684.4276
"CT800605, Prince George's County, MD",971,2373,4694,26,1380,29.676,57.4762,0,14.3665,31.3905,2.2742,7.3291,2.3379,8.2103,83.3623,5.6907,1.8841,57195.639,24033800605,4397.7541,3649.6498,4096.0186,108126.9975,498.8862,2387.1401
"CT800606, Prince George's County, MD",978,3213,5018,140,2135,28.039,75.4752,4.5161,13.5648,28.1833,2.4788,7.7887,2.587,21.2868,71.0627,6.0819,6.5574,74412.2791,24033800606,6272.0488,4863.3102,5570.9415,97624.69807,6472.3333,3000.4414
"CT800607, Prince George's County, MD",770,3574,5628,41,1961,18.5319,74.4537,3.6348,14.1574,31.7286,2.226,7.4718,2.414,7.7885,87.635,4.2638,2.0908,80944.122,24033800607,6688.7002,5406.1291,5939.6975,141954.29,887.4396,3265.0395
"CT800608, Prince George's County, MD",764,4239,6812,70,2458,16.806,79.6888,0.8619,15.1705,33.4417,2.1729,7.2197,2.2534,10.8296,80.7682,6.5617,2.8478,87050.7506,24033800608,6829.9391,5813.1886,6416.9152,164915.4348,1501.8663,3548.9085
"CT800701, Prince George's County, MD",637,4572,7838,4,2593,11.9895,71.8629,4.0875,14.3673,31.7806,2.2092,7.2534,2.2936,17.9215,79.0422,2.1476,0.1543,80992.4932,24033800701,6946.2093,5224.0942,6101.4566,145435.8409,734.4535,3231.0955
"CT800704, Prince George's County, MD",605,2854,5036,111,1945,17.9259,68.8787,13.5941,13.8369,29.7199,2.3612,7.5805,2.464,19.4618,78.8612,0.585,5.7069,73342.1937,24033800704,6119.639,5031.3621,5452.4533,89809.48563,1517.2468,2995.1302
"CT800705, Prince George's County, MD",800,2313,4029,77,1442,26.927,69.2353,2.2206,14.1935,31.5142,2.2383,7.5016,2.4191,5.1383,79.8419,6.2363,5.3398,76888.5087,24033800705,6346.144,5104.364,5860.9881,137262.8274,1124.1284,3133.6333
"CT800706, Prince George's County, MD",396,2109,3894,3,1335,14.0078,67.6082,13.8161,14.4087,32.2607,2.1561,7.144,2.2285,3.6145,87.9036,7.3735,0.2247,81872.5852,24033800706,6741.0364,5585.2794,6234.7619,134263.4188,874.7024,3268.9681
"CT800707, Prince George's County, MD",601,1765,3196,70,1359,23.0976,62.6559,4.2176,12.8478,28.4459,2.4247,8.2362,2.8433,8.7264,82.1934,5.8373,5.1508,78040.1582,24033800707,6796.0524,5319.884,5730.3524,100257.8,534.8909,3195.1326
"CT800800, Prince George's County, MD",762,1543,2998,35,1150,30.8627,61.274,5.914,13.4027,30.1634,2.2437,7.357,2.3129,1.1564,98.7219,0.0609,3.0435,83509.3854,24033800800,6797.8104,5359.1147,6205.6461,125521.9552,72.7774,3465.6909
"CT800900, Prince George's County, MD",298,608,1417,7,505,27.7726,49.8314,5.2045,12.4888,27.3463,2.4438,8.1766,2.8078,0.1842,90.6077,4.0516,1.3861,75882.7599,24033800900,5840.6843,4820.5516,5342.5752,82532.20931,45.8894,2765.5844
"CT801003, Prince George's County, MD",1349,3362,5410,4,1885,34.912,76.997,7.8321,13.5241,29.044,2.4145,7.8051,2.5914,5.9609,90.5991,2.0759,0.2122,80528.1381,24033801003,6498.385,5255.2849,5845.5255,126042.1566,226.2317,3103.7187
"CT801004, Prince George's County, MD",885,2726,5061,15,1469,25.4383,63.3341,4.533,14.0253,31.1049,2.2379,7.4495,2.3718,9.8257,86.4897,3.0111,1.0211,73899.464,24033801004,6229.6971,4887.3722,5698.1102,137025.4425,358.8896,2911.5099
"CT801005, Prince George's County, MD",1075,2634,4102,42,1268,34.1162,76.8571,0,14.3185,32.1078,2.1791,7.3459,2.3282,6.724,88.8585,3.4793,3.3123,74935.8021,24033801005,6015.6561,5065.1171,5630.2564,138706.0708,2043.2459,2994.6273
"CT801006, Prince George's County, MD",847,2139,3742,35,1221,31.5691,63.059,5.7718,14.1296,31.0475,2.2607,7.4902,2.4097,3.6337,81.8798,11.7248,2.8665,77972.1676,24033801006,6249.1081,5181.2462,5518.0417,112254.8282,3540.5096,3101.9346
"CT801104, Prince George's County, MD",196,1486,2914,31,774,13.881,72.6824,3.6341,13.7619,27.5429,2.5524,8.1884,2.7194,8.7444,71.0762,4.858,4.0052,66676.2585,24033801104,5476.4831,4570.7596,4788.9484,80006.01789,420.3851,2644.1853
"CT801207, Prince George's County, MD",832,2401,4057,0,1302,28.213,72.2171,5.8886,14.1127,31.4767,2.228,7.3732,2.335,15.8637,78.2968,2.1411,0,70428.2626,24033801207,6015.0174,4353.5162,5317.6772,116192.6431,1292.137,2768.1749
"CT801208, Prince George's County, MD",888,2867,4913,29,1531,25.1915,77.2785,1.3176,14.0241,31.2811,2.2155,7.2441,2.2898,8.254,85.5732,5.7848,1.8942,75031.3155,24033801208,6231.6309,5130.2803,5690.5706,121809.9396,3513.3512,2901.9784
"CT801209, Prince George's County, MD",774,2566,4514,23,1498,25.7656,72.7273,0.8121,13.6835,30.0843,2.2763,7.5775,2.4616,19.5429,73.6762,4.0381,1.5354,74735.7526,24033801209,6132.7299,4921.7305,5488.5057,105256.9,4003.5122,2881.6365
"CT801210, Prince George's County, MD",944,2211,3930,13,1359,31.8919,69.1024,7.2426,13.1809,29.4012,2.3181,7.8538,2.6196,14.5971,85.3523,0,0.9566,77929.3727,24033801210,6440.739,4961.3702,5647.0352,102891.421,1916.5683,3087.0597
"CT801211, Prince George's County, MD",571,1852,3314,0,1070,25.3215,69.1632,9.6907,13.3773,29.5339,2.3131,7.6834,2.4957,15.3663,75.4616,3.2758,0,73583.2906,24033801211,6356.1666,4983.0599,5428.5013,100717.2,2686.4026,2897.7111
"CT801212, Prince George's County, MD",818,1891,3004,8,1013,33.4014,70.3159,5.0201,13.2329,29.5306,2.2852,7.5577,2.4572,8.8284,86.6741,3.2204,0.7897,73871.7417,24033801212,5945.6423,4690.1184,5430.9834,112593.7941,2767.6178,2885.9759
"CT801213, Prince George's County, MD",780,1806,3678,37,1253,30.6483,66.9929,1.6129,13.2178,29.3519,2.306,7.6966,2.5067,16.0665,74.9584,6.9252,2.9529,77263.5611,24033801213,6413.5407,4889.8717,5686.4813,108945.9066,1870.2424,2906.7904
"CT801214, Prince George's County, MD",1222,2328,4504,166,1629,40.625,62.5944,4.3783,12.3395,26.7786,2.5075,8.427,2.9185,12.2732,84.7919,0,10.1903,69517.324,24033801214,5867.6735,4548.2929,5167.5202,83177.04954,1863.3592,2655.6783
"CT801215, Prince George's County, MD",539,1654,2696,0,823,27.9855,67.3747,8.0939,13.9317,30.7206,2.2377,7.4191,2.3653,4.2961,90.0859,1.9828,0,80126.3702,24033801215,6883.1403,5966.5318,6158.852,122223.328,1017.635,3276.5765
"CT801216, Prince George's County, MD",795,1899,3963,17,1160,28.7419,57.5177,0,13.0855,29.0568,2.3261,7.7553,2.5586,25.6836,69.9196,2.5201,1.4655,69297.3361,24033801216,5692.085,4415.9774,5314.0143,107483.5379,1278.8987,2680.8957
"CT801217, Prince George's County, MD",1030,2089,4095,70,1091,35.6648,63.2254,5.2222,13.8087,30.7047,2.2567,7.4951,2.4023,11.038,73.0633,5.2152,6.4161,63457.5819,24033801217,5093.4396,4102.1245,4727.1125,125141.5005,2616.6803,2450.9779
"CT801302, Prince George's County, MD",525,1625,2785,13,935,25.0597,72.7769,10.9682,13.588,30.3868,2.2631,7.4476,2.3442,10.8978,83.5121,4.4043,1.3904,84192.133,24033801302,6668.9953,5522.8177,6006.1257,131138.0009,255.3025,3257.251
"CT801305, Prince George's County, MD",1000,3629,6455,35,1878,21.6732,69.6671,9.7561,13.5865,30.3694,2.2473,7.5015,2.403,3.6616,93.3426,2.8294,1.8637,75800.5095,24033801305,6456.3546,4918.744,5795.6511,140509.6512,2061.7338,3098.4331
"CT801307, Prince George's County, MD",466,2140,3841,72,1262,15.6323,59.0696,10.4517,13.3973,30.7392,2.2175,7.5263,2.3985,7.6296,81.3046,7.9208,5.7052,82576.9784,24033801307,6743.8378,5189.9455,6027.14,126307.8441,1142.5019,3255.9742
"CT801308, Prince George's County, MD",648,2360,3862,0,1236,22.7848,68.9655,3.8299,13.6872,30.8061,2.2027,7.3866,2.299,8.5177,85.1357,3.048,0,77825.6937,24033801308,6298.02,4776.6994,5591.9073,126836.1521,3837.898,2993.107
"CT801309, Prince George's County, MD",355,1833,3355,2,1193,13.9161,64.8795,3.3782,13.7181,31.1544,2.2039,7.3778,2.3123,1.8405,86.135,9.8773,0.1676,81523.5912,24033801309,6626.3352,5369.8143,6027.8616,136230.2,1149.4017,3235.5479
"CT801310, Prince George's County, MD",1049,3665,6123,42,2218,23.8193,67.9882,1.6076,14.4455,32.2836,2.19,7.3064,2.2874,0,94.6408,4.8746,1.8936,80083.8422,24033801310,6916.3465,5365.1173,5817.1635,121803.9,626.7773,3171.9123
"CT801311, Prince George's County, MD",895,4544,7604,21,2420,17.0476,69.5309,6.6474,13.4848,29.7052,2.32,7.8815,2.6273,6.9898,91.6464,0.8037,0.8678,74813.7842,24033801311,6353.1666,5024.8697,5643.388,138822.0491,542.9788,3025.0945
"CT801312, Prince George's County, MD",990,2365,4500,3,1259,28.9643,67.5397,2.9226,13.0189,28.5736,2.3849,8.0094,2.6635,0.7775,96.6739,2.5054,0.2383,69728.8961,24033801312,5704.4148,4433.8905,5159.2701,110915.5258,1839.4977,2680.6176
"CT801313, Prince George's County, MD",614,1784,3258,124,1089,25.1536,61.1925,1.0453,13.4868,30.2217,2.3103,7.74,2.5056,13.0196,81.7848,1.5281,11.3866,74803.8353,24033801313,6106.0848,4703.7877,5779.9236,108820.1,1582.2754,3076.3651
"CT801404, Prince George's County, MD",805,3259,5287,16,2438,18.9012,67.422,5.3979,12.8754,27.8803,2.4534,7.9745,2.6328,11.4286,82.3469,2.3469,0.6563,79415.7002,24033801404,6437.3423,4971.6907,5966.7847,89744.52429,2616.0964,3108.761
"CT801405, Prince George's County, MD",953,2419,3938,136,1447,32.6258,71.1508,5.0326,12.5016,26.9404,2.489,8.4027,2.7999,5.3547,93.913,0,9.3988,66509.1831,24033801405,5931.3502,4496.0083,5011.8284,73022.93739,2980.4206,2559.7195
"CT801406, Prince George's County, MD",817,1871,3075,35,1332,37.0186,68.8392,1.7055,12.5839,26.5808,2.5761,8.3655,2.8996,12.1332,80.6433,3.9503,2.6276,72636.4909,24033801406,5808.2157,4528.0894,5323.2256,93208.7875,1928.0689,2716.5958
"CT801407, Prince George's County, MD",987,4154,6644,13,2052,20.836,67.4889,8.7995,13.2607,29.1581,2.3333,7.7144,2.5585,18.5127,76.8002,2.7756,0.6335,72504.8875,24033801407,6195.4395,4706.6165,5385.2543,104704.3817,2924.5275,2767.9169
"CT801408, Prince George's County, MD",433,2179,3148,126,1444,18.5518,81.257,26.5919,12.6944,26.6626,2.5352,8.0554,2.7873,17.4672,70.1185,2.2458,8.7258,71386.3558,24033801408,5883.961,4445.592,5297.5639,73115.55496,3067.0005,2641.2196
"CT801409, Prince George's County, MD",762,1511,3194,79,989,33.2026,55.4162,15.7126,12.0479,25.9397,2.5532,8.4829,2.9632,13.7327,78.2323,2.9949,7.9879,69966.9761,24033801409,5939.2959,4547.0646,5176.0626,76423.3,2866.0906,2610.4052
"CT801410, Prince George's County, MD",543,1629,3262,3,1050,20.9168,64.1389,1.8004,13.2851,29.8554,2.2731,7.6596,2.3951,22.8361,67.5261,2.6397,0.2857,77686.4431,24033801410,5904.9704,4742.2557,5726.8698,105453.5059,2787.8197,3157.9329
"CT801411, Prince George's County, MD",569,2187,3791,24,1100,24.0389,70.9606,21.5681,13.3997,29.7664,2.2837,7.5643,2.3687,12.5839,77.7964,4.1946,2.1818,75144.298,24033801411,6054.6049,4422.1533,5513.2504,102774.8897,2743.0267,2850.9535
"CT801500, Prince George's County, MD",485,1371,2594,11,686,29.4833,71.8447,2.5245,12.435,27.1072,2.435,8.07,2.7403,6.1947,84.3926,5.6315,1.6035,68694.6414,24033801500,5746.2868,4129.3439,5169.8547,83400.6848,1702.9713,2636.4358
"CT801600, Prince George's County, MD",504,1755,2426,139,1133,30.3249,79.8575,21.7613,12.1013,25.1899,2.6329,8.7214,3.1425,21.8629,66.7529,0.9056,12.2683,63795.933,24033801600,5610.857,4155.0441,4732.7036,55702.50072,11439.0796,2380.3114
"CT801701, Prince George's County, MD",1080,2286,4330,162,1415,37.3573,68.0333,14.4795,12.8772,27.1462,2.5263,8.2328,2.8354,17.3694,77.2227,2.9331,11.4488,69708.3492,24033801701,5883.4426,4296.6014,5126.2427,73714.81177,5172.9287,2643.9997
"CT801702, Prince George's County, MD",943,2668,4001,253,1616,35.1603,82.3335,5.2396,12.4747,25.27,2.7165,8.7712,3.1322,13.5091,82.7992,1.1359,15.6559,66991.8409,24033801702,5701.6051,4345.3105,4964.4121,67324.9,7502.9066,2575.196
"CT801704, Prince George's County, MD",1449,3355,5145,492,2190,39.8624,88.7702,17.7488,12.5252,25.7833,2.646,8.5797,3.0698,26.0951,70.3066,1.189,22.4658,65178.1391,24033801704,5730.8347,4220.4816,4859.8329,53323.9,5687.0309,2493.4521
"CT801706, Prince George's County, MD",345,894,1589,26,537,30,64.8649,4.747,12.6617,26.8577,2.4954,8.2809,2.8886,18.9385,74.6683,3.6188,4.8417,70839.3495,24033801706,5753.6264,4533.9055,5239.9032,78384.39503,3345.6153,2593.7221
"CT801707, Prince George's County, MD",1155,3278,6366,404,1999,27.8783,68.265,12.4715,12.6743,26.5755,2.5463,8.2596,2.8903,15.1547,77.7198,0.3128,20.2101,65476.7661,24033801707,5806.7026,4175.4303,5001.9091,56461,7930.9314,2466.489
"CT801708, Prince George's County, MD",894,2041,3750,200,1236,36.8964,70.126,16.8378,12.6676,26.7638,2.5292,8.2341,2.8587,28.1759,65.3094,0,16.1812,67546.184,24033801708,5712.3588,4156.4205,4924.0836,71809.74212,5574.5503,2529.6614
"CT801801, Prince George's County, MD",577,1139,2060,109,808,38.5695,69.741,17.7949,12.0065,24.671,2.7077,8.908,3.233,18.1474,77.7883,0.2836,13.4901,67824.0025,24033801801,5705.2932,4300.366,4924.737,53374.15485,8092.0768,2572.8974
"CT801802, Prince George's County, MD",1030,2103,3660,491,1606,41.2826,75.1689,17.1321,11.965,25.0271,2.6462,8.7671,3.1901,36.0129,54.6088,0,30.5729,64709.5969,24033801802,5326.3568,4481.245,4780.6912,54249.74793,8804.8499,2478.83
"CT801804, Prince George's County, MD",560,1122,2112,55,724,34.1255,62.1406,4.6598,12.5155,27.8439,2.3792,7.9206,2.6808,19.5587,70.1103,6.9208,7.5967,72067.8372,24033801804,5594.5782,4772.7449,5321.8571,78893.01368,6837.6068,2668.5634
"CT801805, Prince George's County, MD",755,1588,2281,399,1196,39.4462,72.448,9.7459,12.0062,24.8478,2.6776,8.7273,3.1514,27.4916,64.0134,0.2676,33.3612,66715.9535,24033801805,5607.3207,4619.3228,5052.8626,57376.82632,8574.8656,2579.8284
"CT801807, Prince George's County, MD",1258,3182,5116,233,1990,35.2974,71.72,8.609,12.4559,26.2581,2.5905,8.3835,2.9643,17.5926,77.386,2.9915,11.7085,67967.5045,24033801807,5731.3677,4424.6615,4946.9605,69242.11819,4490.7525,2569.0675
"CT801808, Prince George's County, MD",686,2299,4250,199,1543,26.703,70.0755,17.6362,12.4892,26.2384,2.5818,8.3521,2.9491,21.5736,76.2437,1.7766,12.897,64579.6038,24033801808,5768.3021,4273.4947,4874.3093,61255.46557,9378.7929,2447.3907
"CT801901, Prince George's County, MD",864,2566,4704,38,1656,24.9855,64.0899,3.7732,12.8809,28.6884,2.3425,7.8593,2.6314,13.2743,81.0177,4.292,2.2947,74822.5558,24033801901,5835.9085,4779.6882,5414.0508,92669.7,2759.009,2767.7549
"CT801904, Prince George's County, MD",860,1644,3223,221,1208,36.4407,61.0051,17.3423,12.4254,26.1209,2.5784,8.5277,2.9905,23.7792,68.6483,7.5018,18.2947,64626.1518,24033801904,5319.4401,4212.2897,4904.2925,62182.61017,2177.9823,2483.8053
"CT801905, Prince George's County, MD",941,3516,6297,154,2496,20.0043,66.9968,1.817,13.523,29.1291,2.3751,7.573,2.4587,21.6554,75.2005,1.7324,6.1699,75563.5812,24033801905,6148.5526,4867.1976,5510.3272,96230.02194,3482.3725,2959.219
"CT801906, Prince George's County, MD",399,955,1821,89,666,32.7855,65.8096,0,12.3919,26.0946,2.5541,8.4278,2.9427,13.6865,79.8013,4.0839,13.3634,68742.2225,24033801906,5485.302,4290.5929,5016.7169,60844,2516.4794,2517.2595
"CT801907, Prince George's County, MD",590,1342,2802,292,1449,25.8772,49.5833,7.9397,11.979,25.4758,2.6153,8.5942,3.0657,15.6965,74.4283,1.0395,20.1518,70280.7551,24033801907,5788.0679,4551.4463,5202.6915,55230.09868,1779.5109,2642.8511
"CT801908, Prince George's County, MD",778,2181,3316,168,1321,39.8566,85.7729,2.7281,12.34,25.3131,2.6497,8.5005,3.0364,24.2639,65.4308,7.9607,12.7176,64080.4281,24033801908,5678.8125,4165.3361,4779.1831,68456.12774,5408.9322,2446.9808
"CT802001, Prince George's County, MD",1065,3446,5389,500,2263,26.9075,77.5213,4.4774,12.3932,25.4786,2.6453,8.6064,3.0716,12.9902,82.7342,0.9804,22.0946,69138.7383,24033802001,5603.1521,4447.6054,4995.5855,61627.36116,7485.1381,2589.2694
"CT802002, Prince George's County, MD",1055,2066,3633,116,1380,41.2916,68.879,5.3216,12.5539,26.5903,2.5202,8.2892,2.8835,23.4648,69.7953,4.2936,8.4058,66803.2818,24033802002,5824.0153,4447.6599,5093.0755,81851.65633,4958.1025,2562.8077
"CT802103, Prince George's County, MD",824,1799,3350,14,1120,35.1236,75.2734,2.9718,13.1757,28.6402,2.3818,7.7967,2.5872,16.9471,71.4543,6.9712,1.25,75988.6434,24033802103,6127.6111,4640.7021,5505.2233,105247.0722,4572.817,2899.6534
"CT802104, Prince George's County, MD",545,1180,2010,115,797,36.5282,72.9388,14.2932,12.1329,25.2519,2.6474,8.7237,3.1503,23.384,72.8137,2.2814,14.4291,66766.5979,24033802104,5816.6681,4231.1213,4693.9688,69384.69432,2968.9369,2403.6085
"CT802106, Prince George's County, MD",1051,2501,4318,329,1673,39.8861,79.0162,16.612,12.4329,25.2027,2.7013,8.8467,3.2058,14.7681,74.3448,6.0988,19.6653,65003.5283,24033802106,5629.1079,4420.6778,4913.7163,54865.9,10671.7414,2507.3602
